group,names,scores,logfoldchanges,pvals,pvals_adj
37,Rasa2,94.66904,4.3460627,0.0,0.0
46,Abcc9,94.44492,11.9684105,0.0,0.0
37,Spock3,94.24191,3.8917787,0.0,0.0
36,Slc20a1,94.08994,2.4790354,0.0,0.0
36,Tafa1,94.05546,3.9779854,0.0,0.0
37,Kcnd2,94.010574,3.5667784,0.0,0.0
7,Slc17a6,93.91342,4.7586756,0.0,0.0
42,Slc6a1,93.81397,4.0041804,0.0,0.0
36,Thpo,93.80203,3.1885824,0.0,0.0
39,Fcer1g,93.78879,5.002161,0.0,0.0
36,Hcn1,93.67818,3.1140954,0.0,0.0
36,Clcn2,93.63704,2.713915,0.0,0.0
46,Dock6,93.59803,6.873825,0.0,0.0
46,Atp1a2,93.46743,6.9796786,0.0,0.0
36,Nos1ap,93.278206,3.0046995,0.0,0.0
36,Parm1,93.20666,3.6244335,0.0,0.0
39,Grn,93.17352,3.43036,0.0,0.0
37,Mdga1,92.964035,5.152489,0.0,0.0
36,Mical2,92.6961,2.634596,0.0,0.0
37,Dpp10,92.658035,3.9094594,0.0,0.0
42,Pvalb,92.56238,4.897391,0.0,0.0
36,Pex5l,92.225266,3.1241038,0.0,0.0
10,Dach1,92.1648,3.9746354,0.0,0.0
36,Slc6a7,92.12542,2.9935412,0.0,0.0
42,Trim67,92.01657,4.3192773,0.0,0.0
42,Kcna2,91.98416,3.5914836,0.0,0.0
46,Cspg4,91.93786,7.640055,0.0,0.0
10,Msi2,91.88882,2.1259341,0.0,0.0
46,Nid1,91.88289,7.8147078,0.0,0.0
46,Col4a1,91.8404,5.7040114,0.0,0.0
42,Nxph1,90.449486,4.457762,0.0,0.0
46,Adap2,90.20309,6.815755,0.0,0.0
13,Kalrn,90.1501,2.7190127,0.0,0.0
37,Cacna2d1,90.12287,2.874522,0.0,0.0
37,Inhba,89.98213,6.5177684,0.0,0.0
37,Etl4,89.97259,4.1066008,0.0,0.0
36,Chn1,89.89439,2.4954822,0.0,0.0
37,Ankrd6,89.84248,4.3784504,0.0,0.0
36,Agbl4,89.76809,2.7757285,0.0,0.0
47,Atp1a2,89.60325,7.491812,0.0,0.0
10,Tubb2b,89.5339,3.0548527,0.0,0.0
42,Epha8,89.42095,4.1428504,0.0,0.0
36,Cap2,89.26832,2.6597486,0.0,0.0
46,Atp13a5,89.19892,11.242361,0.0,0.0
36,Zbtb16,89.1811,3.0310652,0.0,0.0
36,Etv5,89.18021,2.9357224,0.0,0.0
47,Gpr37l1,89.09308,8.156468,0.0,0.0
47,Slc1a2,88.82563,5.466959,0.0,0.0
13,Mlip,88.8171,3.680033,0.0,0.0
42,Adamts16,88.805664,4.574522,0.0,0.0
10,Reln,88.6968,3.2295425,0.0,0.0
46,Notch3,88.661095,7.9369483,0.0,0.0
46,Mfge8,87.95778,6.0169253,0.0,0.0
47,Gja1,87.84738,7.3449674,0.0,0.0
47,Apoe,87.79776,6.124828,0.0,0.0
42,Bcan,87.39071,4.3971987,0.0,0.0
46,Rgs5,87.32809,9.220374,0.0,0.0
42,Cabp1,87.31353,3.0853064,0.0,0.0
42,Gabra1,87.31342,3.251584,0.0,0.0
37,Zeb2,87.11621,3.3325434,0.0,0.0
47,Atp1b2,86.893776,4.2637095,0.0,0.0
7,Sema3f,86.58904,3.6708667,0.0,0.0
46,Pcdh18,86.56382,6.376239,0.0,0.0
47,Sparcl1,86.47025,4.8726177,0.0,0.0
42,Ntn1,86.459366,5.153755,0.0,0.0
37,Cers6,86.39851,2.7649066,0.0,0.0
46,Cd248,86.34125,8.704565,0.0,0.0
46,Bgn,86.21823,7.6106377,0.0,0.0
46,Lamc1,86.16034,5.205293,0.0,0.0
46,Higd1b,86.04796,11.920261,0.0,0.0
47,Plpp3,85.89799,6.216169,0.0,0.0
10,Islr2,85.840866,3.3650396,0.0,0.0
13,Pcsk2,85.81055,2.707516,0.0,0.0
37,Adcy2,85.69369,3.5720289,0.0,0.0
37,Id2,85.67861,4.010815,0.0,0.0
47,Fgfr3,85.65268,7.156279,0.0,0.0
7,Tcf7l2,85.369156,4.0961924,0.0,0.0
10,Neurod1,85.30999,3.128606,0.0,0.0
10,Zic5,85.28486,4.044222,0.0,0.0
37,Tshz1,85.07759,4.93293,0.0,0.0
47,Htra1,84.99168,6.4956784,0.0,0.0
13,Lingo1,84.81836,2.6217744,0.0,0.0
47,Acsl3,84.616425,3.9407904,0.0,0.0
42,Galnt17,84.59177,3.0238457,0.0,0.0
47,Pla2g7,84.54225,6.314491,0.0,0.0
37,Ctxn3,84.28265,6.6325216,0.0,0.0
47,Clu,84.19047,4.461167,0.0,0.0
42,Hcn1,84.13881,3.551189,0.0,0.0
47,Ttyh1,84.07829,3.6681018,0.0,0.0
37,Wwp1,84.010796,3.2832682,0.0,0.0
47,Aqp4,83.75749,7.1821375,0.0,0.0
13,Sparcl1,83.57473,3.1933308,0.0,0.0
47,Ntsr2,83.51986,7.89575,0.0,0.0
42,Gabrg2,83.38863,2.475776,0.0,0.0
42,Cntn4,83.316734,3.5115662,0.0,0.0
47,Ndrg2,83.31464,4.9401484,0.0,0.0
42,Cacna2d3,83.121796,3.4507456,0.0,0.0
47,Slc27a1,82.764305,3.832076,0.0,0.0
47,Sfxn5,82.482086,4.039132,0.0,0.0
13,Neurod6,82.33918,3.352676,0.0,0.0
10,Tuba1a,81.5697,1.8490322,0.0,0.0
13,Cx3cl1,81.53921,2.6742904,0.0,0.0
13,Thy1,81.53907,2.7274244,0.0,0.0
47,Appl2,81.40973,3.5063875,0.0,0.0
7,Thy1,80.99924,2.8773043,0.0,0.0
13,Kctd16,80.96392,2.9352882,0.0,0.0
13,Nell2,80.72706,2.32829,0.0,0.0
13,Kcnma1,80.08327,2.3897827,0.0,0.0
7,Lhx9,80.016525,4.5524144,0.0,0.0
13,Rasgrf1,79.02466,2.4657142,0.0,0.0
10,Meis1,78.72279,2.795269,0.0,0.0
44,Lgr5,78.10505,7.162377,0.0,0.0
7,Gabra1,77.76492,2.7751553,0.0,0.0
13,Arpp21,77.405914,2.5322683,0.0,0.0
13,Cd34,77.14953,3.5370655,0.0,0.0
10,Ptprs,77.10379,1.278036,0.0,0.0
13,Gabra1,77.06719,2.5336778,0.0,0.0
13,Slc17a6,76.67672,3.2452981,0.0,0.0
10,Map1b,76.354065,1.5274633,0.0,0.0
10,Mtss1,75.39773,2.0198805,0.0,0.0
7,Zfhx4,75.12151,3.3626502,0.0,0.0
10,Eef1a1,74.99436,1.464732,0.0,0.0
44,Ptpro,74.77564,4.772288,0.0,0.0
7,Snhg11,74.60357,2.9884493,0.0,0.0
44,Th,74.49084,7.8331995,0.0,0.0
22,Ttr,74.22766,11.547861,0.0,0.0
7,Coro6,73.79725,3.4766564,0.0,0.0
44,Cpne7,73.39068,5.45524,0.0,0.0
10,Barhl1,73.30355,5.200153,0.0,0.0
10,Dcx,73.12633,1.9092463,0.0,0.0
10,Nfib,72.87378,2.0371068,0.0,0.0
22,Otx2,72.59771,7.1384277,0.0,0.0
7,Sparcl1,72.56134,2.7428577,0.0,0.0
22,Ecrg4,72.27851,8.893283,0.0,0.0
7,Ndst4,72.18171,4.5740404,0.0,0.0
44,Gria1,71.927605,3.756925,0.0,0.0
7,Gabrb2,71.77864,2.1372778,0.0,0.0
7,Cntnap5a,71.764015,3.073347,0.0,0.0
7,Cntn4,71.67635,2.7316883,0.0,0.0
22,Vat1l,71.17652,4.743976,0.0,0.0
7,Scg2,71.14232,2.9112263,0.0,0.0
22,Lrriq1,71.07602,7.162038,0.0,0.0
44,Cpne8,70.77422,4.4612494,0.0,0.0
22,Clic6,70.421906,8.368247,0.0,0.0
22,Igfbp2,70.37123,6.036764,0.0,0.0
7,Rasgrf1,69.78067,2.3224967,0.0,0.0
22,Cfap44,69.73254,6.6657867,0.0,0.0
22,Col9a3,69.65781,6.382794,0.0,0.0
22,Tmem72,69.43186,11.979549,0.0,0.0
7,Peg3,69.02741,1.8041872,0.0,0.0
44,Gad2,68.61687,3.8671649,0.0,0.0
44,Frmd7,68.37045,5.3813343,0.0,0.0
44,Synpr,68.36385,4.2473536,0.0,0.0
22,Folr1,68.18245,10.173926,0.0,0.0
22,Ccdc141,68.134315,5.6469746,0.0,0.0
44,Nxph1,68.13195,4.487242,0.0,0.0
7,Resp18,67.90162,2.5945199,0.0,0.0
22,Mfrp,67.57317,11.316,0.0,0.0
44,Shisa9,67.475204,4.0421095,0.0,0.0
7,Nxph4,67.42477,4.341627,0.0,0.0
44,Pax6,67.390976,4.3780375,0.0,0.0
7,Plxna1,67.35519,1.955469,0.0,0.0
22,Abhd2,67.1215,3.600784,0.0,0.0
22,Armc2,67.08062,4.3518515,0.0,0.0
22,Slc4a2,67.0646,4.8909206,0.0,0.0
44,Adcy8,66.94435,3.7749898,0.0,0.0
44,Plppr5,66.89716,3.2962642,0.0,0.0
44,Adcyap1r1,66.707886,2.9712615,0.0,0.0
22,Gmnc,66.63238,10.149364,0.0,0.0
22,Slc16a2,66.471985,4.7149887,0.0,0.0
22,Htr2c,66.25652,6.1248193,0.0,0.0
17,Eomes,65.872536,6.681663,0.0,0.0
44,Syt7,65.540276,2.6495748,0.0,0.0
22,Dnai4,65.52836,4.96015,0.0,0.0
44,Trh,65.42185,9.228976,0.0,0.0
44,Map3k1,65.36772,3.8029754,0.0,0.0
44,Kcnc2,64.68995,4.235638,0.0,0.0
49,Ptn,64.627365,5.7905817,0.0,0.0
44,Pcbp3,64.31574,3.2103503,0.0,0.0
8,Msi2,63.713898,3.617154,0.0,0.0
3,Isl1,63.358303,6.112303,0.0,0.0
49,Fabp7,63.149384,6.11834,0.0,0.0
49,Ttyh1,62.53148,3.844929,0.0,0.0
49,Frzb,62.034885,7.938548,0.0,0.0
49,Atp1a2,61.83163,5.9793034,0.0,0.0
49,Apoe,61.506283,5.9364305,0.0,0.0
3,Esrrg,61.502274,4.5147853,0.0,0.0
49,Slc27a1,61.49329,4.2569103,0.0,0.0
38,Rreb1,61.040203,6.720159,0.0,0.0
38,Tac1,60.602474,7.805958,0.0,0.0
49,Gja1,60.386494,6.412274,0.0,0.0
38,Syt6,59.64388,5.742651,0.0,0.0
49,Bmp7,59.58959,6.584149,0.0,0.0
38,Wdfy3,59.40125,3.0358148,0.0,0.0
38,Rgs9,59.3664,5.547338,0.0,0.0
38,Akap5,59.306606,4.75665,0.0,0.0
49,Ncam1,59.28876,2.654817,0.0,0.0
38,Gpr26,59.21465,5.28634,0.0,0.0
38,Drd3,59.02215,8.913262,0.0,0.0
8,Clstn2,58.859844,3.9192128,0.0,0.0
49,Fmo1,58.570152,6.697321,0.0,0.0
49,Selenop,58.497337,5.16049,0.0,0.0
3,Gad2,58.30956,3.619347,0.0,0.0
3,AI593442,58.250835,3.5320044,0.0,0.0
38,Npy1r,58.098442,5.6229534,0.0,0.0
38,Sgcd,57.581062,5.1462836,0.0,0.0
17,Deptor,57.5479,4.604432,0.0,0.0
38,Gpr88,57.388153,5.8061886,0.0,0.0
8,Trp73,57.127644,8.50056,0.0,0.0
17,Akap13,56.824795,3.5115776,0.0,0.0
38,Nrp2,56.794888,4.6281495,0.0,0.0
49,Itga7,56.743725,4.885784,0.0,0.0
38,Ogt,56.286263,1.9787523,0.0,0.0
49,Sash1,56.230396,4.982932,0.0,0.0
38,Pde8b,56.189327,4.671632,0.0,0.0
8,Fat3,56.119434,3.3815002,0.0,0.0
49,Gsap,56.057613,4.998843,0.0,0.0
49,Plp1,56.026474,4.815892,0.0,0.0
38,Fat3,56.004105,3.527407,0.0,0.0
16,Nr4a2,55.82223,6.850958,0.0,0.0
38,Crtac1,55.773235,4.8670955,0.0,0.0
17,Grm1,55.66183,2.8188012,0.0,0.0
17,Cdhr1,55.525604,7.8094153,0.0,0.0
38,Tmem158,55.448067,4.859549,0.0,0.0
49,Ptprz1,55.38342,4.1291504,0.0,0.0
38,Ddx5,55.3491,2.056003,0.0,0.0
49,Npy,55.26021,6.6007576,0.0,0.0
38,Osbpl8,55.21047,3.2906256,0.0,0.0
38,Drd1,55.141376,5.5156016,0.0,0.0
49,Matn4,55.0879,6.991887,0.0,0.0
16,Col11a1,54.442364,5.6041117,0.0,0.0
49,Fbln2,54.337208,5.9686418,0.0,0.0
16,Kcnv1,54.136044,4.7343163,0.0,0.0
17,Nav1,54.09359,2.1326616,0.0,0.0
16,Rgs12,53.951183,4.6871405,0.0,0.0
17,Rapgef3,53.884014,4.236918,0.0,0.0
8,Cacna2d2,53.774292,3.7063017,0.0,0.0
6,Car8,53.755577,5.766913,0.0,0.0
3,Scn3a,53.668396,2.697324,0.0,0.0
3,Nr2f2,53.584404,4.0560665,0.0,0.0
16,Kalrn,53.558796,3.3761315,0.0,0.0
16,Lingo1,53.361927,3.4020572,0.0,0.0
16,Oprk1,53.236847,6.638698,0.0,0.0
3,Gabra3,53.196938,3.0250688,0.0,0.0
8,Slc17a6,53.085613,3.8630776,0.0,0.0
16,R3hdm1,53.042282,3.3440542,0.0,0.0
16,Stk32c,52.766796,4.0718374,0.0,0.0
16,Sstr2,52.526905,5.23086,0.0,0.0
3,Slc44a5,52.497322,3.7439208,0.0,0.0
17,Fat3,52.34003,2.400227,0.0,0.0
3,Ptprd,52.05413,2.3595278,0.0,0.0
3,Ubash3b,52.035187,3.1787674,0.0,0.0
16,Pdia5,51.85451,4.5754995,0.0,0.0
8,Reln,51.701786,5.3636584,0.0,0.0
8,Ndnf,51.43778,7.1630163,0.0,0.0
16,Kctd16,51.367256,3.9508076,0.0,0.0
3,Zdhhc2,51.335266,2.7773051,0.0,0.0
17,Ptprd,51.333805,2.064151,0.0,0.0
16,Sorbs2,51.262486,3.2800682,0.0,0.0
16,Tmem132d,51.21282,4.0827045,0.0,0.0
3,Fign,50.94759,5.0061088,0.0,0.0
17,Ralgapa2,50.721344,2.0790231,0.0,0.0
17,Dscaml1,50.668545,2.2351274,0.0,0.0
3,Slc35f1,50.407722,2.8725462,0.0,0.0
8,Thsd7b,50.249718,4.3009734,0.0,0.0
3,Cacna2d2,50.129517,2.7932696,0.0,0.0
41,Gls,50.014347,2.661319,0.0,0.0
16,Synpr,50.000443,4.2086954,0.0,0.0
17,Rasa4,49.509792,3.4802704,0.0,0.0
16,Cck,49.067997,3.8247664,0.0,0.0
16,Ptpru,48.973385,3.7664604,0.0,0.0
6,Calb1,48.751163,4.0437245,0.0,0.0
17,Adcy8,48.566498,2.9706895,0.0,0.0
8,Cacna2d1,48.492004,2.5249567,0.0,0.0
8,Islr2,48.48182,3.6255605,0.0,0.0
16,Rxfp1,48.411587,6.632936,0.0,0.0
41,Snhg11,48.33585,3.3788989,0.0,0.0
16,Erc2,48.22435,2.8353992,0.0,0.0
17,Fstl4,48.08414,2.977151,0.0,0.0
41,Irx2,47.961628,5.448983,0.0,0.0
41,Osbpl5,47.573677,3.4344249,0.0,0.0
16,Col24a1,47.52185,6.1598473,0.0,0.0
41,Efr3a,47.487,3.2012029,0.0,0.0
41,Mrap2,47.470478,4.6501493,0.0,0.0
50,Cldn11,47.3461,5.8585873,0.0,0.0
50,Mobp,47.215214,5.2746906,0.0,0.0
41,Coro6,47.148354,4.4887276,0.0,0.0
50,Trf,47.129944,5.65263,0.0,0.0
17,Olfm1,47.05367,1.9853023,0.0,0.0
50,Mog,47.000626,5.585774,0.0,0.0
50,Ugt8a,46.98034,5.1092234,0.0,0.0
50,Plp1,46.95472,6.927194,0.0,0.0
50,Mag,46.94667,6.350405,0.0,0.0
8,Ptprs,46.934128,1.5293161,0.0,0.0
17,Atrnl1,46.92436,2.1913009,0.0,0.0
50,Rrs1,46.903656,4.571924,0.0,0.0
17,Coro6,46.894783,3.7205894,0.0,0.0
50,Mbp,46.86509,5.1242933,0.0,0.0
41,Marchf11,46.81708,3.4544926,0.0,0.0
17,Abr,46.80657,1.9472024,0.0,0.0
17,Cacng7,46.7203,2.1695285,0.0,0.0
8,Rbms1,46.633038,2.9167337,0.0,0.0
50,Apod,46.58094,5.4627886,0.0,0.0
9,Lgi2,46.572918,5.72212,0.0,0.0
50,Enpp2,46.502697,4.738818,0.0,0.0
3,Ecel1,46.455982,5.076943,0.0,0.0
17,Pianp,46.442863,1.9671726,0.0,0.0
3,Myo16,46.360596,2.4922037,0.0,0.0
50,Car2,46.30063,4.380435,0.0,0.0
41,Bcan,46.157913,4.3826246,0.0,0.0
50,Aatk,46.13348,3.061831,0.0,0.0
41,Esrrg,45.792805,3.4311001,0.0,0.0
3,Kcnmb2,45.77808,4.0403495,0.0,0.0
41,Grm8,45.7286,3.6789052,0.0,0.0
8,Cep112,45.636356,3.3137388,0.0,0.0
3,Grm3,45.582268,2.9416647,0.0,0.0
50,Mal,45.533638,5.030683,0.0,0.0
6,Foxp2,45.526794,4.1026254,0.0,0.0
50,Gatm,45.507545,4.171502,0.0,0.0
8,Kcnh7,45.39221,2.9152803,0.0,0.0
3,Slc6a7,45.388687,2.6458926,0.0,0.0
41,Adamts2,45.36449,4.1427336,0.0,0.0
9,Nrg1,45.278595,4.4637613,0.0,0.0
9,Rgs7bp,45.237495,3.4238148,0.0,0.0
50,Gjc3,45.235386,4.8450575,0.0,0.0
9,Coro6,45.15926,5.423796,0.0,0.0
50,Phldb1,45.15334,3.4555523,0.0,0.0
50,Ttyh2,45.142815,4.093894,0.0,0.0
50,Fnbp1,45.083347,2.7685347,0.0,0.0
50,Tmeff2,44.92898,2.9764693,0.0,0.0
8,Nrg1,44.86144,3.0729222,0.0,0.0
41,Cdh23,44.8125,6.677303,0.0,0.0
6,Rbms1,44.67823,3.1096919,0.0,0.0
9,Pax2,44.663307,7.677136,0.0,0.0
3,Vwc2,44.612892,3.234983,0.0,0.0
6,Arhgef33,44.48189,6.405487,0.0,0.0
9,Lrp1b,44.321163,3.1637907,0.0,0.0
8,Dach1,44.223965,4.0378494,0.0,0.0
9,Tfap2b,44.144978,5.8605933,0.0,0.0
9,Nxph4,43.862415,5.558054,0.0,0.0
9,Penk,43.650677,5.7158766,0.0,0.0
9,Kcnn3,43.47992,4.5835056,0.0,0.0
8,Vmn2r1,43.344402,5.301306,0.0,0.0
9,Elavl2,43.176666,3.718941,0.0,0.0
8,Tmem163,42.71207,2.8365955,0.0,0.0
9,Sema6d,42.610703,3.7064357,0.0,0.0
8,Lhx5,42.56908,5.1958685,0.0,0.0
9,Slc6a5,42.523327,6.9268694,0.0,0.0
41,Limk1,42.499283,2.8252249,0.0,0.0
9,Ache,42.39212,3.1810672,0.0,0.0
41,Lama1,42.170856,4.78001,0.0,0.0
6,Id2,42.123753,2.819733,0.0,0.0
6,Ebf1,42.111057,4.552071,0.0,0.0
9,Slc6a12,42.062378,7.174295,0.0,0.0
9,Snhg11,41.984806,3.386363,0.0,0.0
41,Tnfrsf23,41.861385,5.1706786,0.0,0.0
41,Spp1,41.84794,6.580245,0.0,0.0
9,Sgcd,41.615437,3.984921,0.0,0.0
9,Zfp385c,41.551376,7.442279,0.0,0.0
41,Ptpru,41.551,3.0989754,0.0,0.0
41,Cabp1,41.422493,2.543131,0.0,0.0
41,Fgfr1,41.40006,2.7660604,0.0,0.0
9,Rgs6,41.16466,3.94159,0.0,0.0
9,Col6a1,41.14426,4.7998333,0.0,0.0
48,Tpbg,41.07575,5.574067,0.0,0.0
6,Cpne8,41.053516,2.978609,0.0,0.0
6,Pcp4,40.50136,2.4138298,0.0,0.0
1,Slc10a4,40.263,8.8605175,0.0,0.0
1,Slc5a7,40.005028,8.986928,0.0,0.0
48,Zic1,39.994724,3.8619564,0.0,0.0
25,Serpini1,39.906902,4.9072514,0.0,0.0
25,Adarb2,39.781963,5.3036327,0.0,0.0
1,Lhx8,39.745304,8.646118,0.0,0.0
1,Ecel1,39.526142,7.8451476,0.0,0.0
6,Nefm,39.41346,2.626017,0.0,0.0
6,Sptan1,39.380688,1.1443323,0.0,0.0
25,Adamtsl1,39.341496,5.8017864,0.0,0.0
25,Gucy1a1,38.595238,4.6559505,0.0,0.0
1,Chat,38.491264,10.078597,0.0,0.0
25,Zbtb16,38.372246,4.1923656,0.0,0.0
1,Slc18a3,38.169388,9.322034,0.0,0.0
25,Rasgrf2,38.140354,4.359699,0.0,0.0
48,Slc17a7,38.056705,3.5317922,0.0,0.0
25,Tm6sf1,37.913063,4.5912404,0.0,0.0
25,Grm7,37.808407,3.8727837,0.0,0.0
25,Gabrg3,37.7803,4.3482695,0.0,0.0
6,Foxp4,37.74256,2.765387,0.0,0.0
6,Rora,37.313915,3.0859404,9.761796874102531e-305,1.0950439199360898e-301
25,Meis2,37.169956,4.1616426,2.0872959086107884e-302,3.9804732977207737e-299
1,Isl1,37.092796,6.5951734,3.6709595876624033e-301,1.000074276238886e-297
48,Mgat5,36.968433,3.1424563,3.6832261728673555e-299,1.7559780779145117e-295
25,Lgr4,36.877007,3.898308,1.079875540137956e-297,1.8721115045846204e-294
6,Rbms3,36.846348,2.5814943,3.346020462571998e-297,3.358347906381474e-294
25,Gabra5,36.818974,4.461368,9.178391331224529e-297,1.4585993557204314e-293
25,Synpr,36.7934,4.540058,2.354302443818997e-296,3.4535805848944826e-293
25,Oxr1,36.411976,3.2031085,2.7518740168713036e-290,3.7484455358382683e-287
6,Srgap1,36.247047,2.455451,1.1060070853686097e-287,1.004359767522828e-284
4,Dgkb,36.209377,4.66752,4.334036436380544e-287,8.265007484177698e-283
25,Dock10,36.190834,4.085414,8.484970498142579e-287,1.07872258266386e-283
48,Chgb,36.17012,2.814387,1.7962143584385526e-286,6.85076156308464e-283
1,Acly,36.059387,3.3647208,9.828613312309837e-285,2.3428956983218573e-281
1,Elavl2,35.94332,3.7652054,6.435906129581273e-283,1.3636969987901653e-279
48,Stxbp5l,35.933247,2.4172218,9.247053215555461e-283,2.9390217470107106e-279
6,Pfkp,35.79813,2.045752,1.1809030945557684e-280,9.791226962251522e-278
6,Lhx1,35.620598,4.0783334,6.723624707368455e-278,5.128780926780657e-275
25,Pcdh20,35.534367,5.2394905,1.4488726530138058e-276,1.7268750933108298e-273
6,Nrg1,35.50101,2.6813674,4.7422211686941855e-276,3.349413247666597e-273
25,Foxp2,35.47964,4.60723,1.0129248245839194e-275,1.1362633179303143e-272
1,Rbms1,35.460304,3.4792714,2.0122656364607465e-275,3.837390568730644e-272
1,Prima1,35.34806,5.506542,1.0737579033991936e-273,1.861505747074784e-270
25,Wnt5a,35.308216,5.152263,4.3928177971135495e-273,4.6539464106086324e-270
25,Gabrb3,35.193592,2.7294445,2.5060261161983297e-271,2.51525884399485e-268
25,Kcnj6,35.171597,3.7886786,5.436471237439709e-271,5.183675324898763e-268
48,Camk2d,35.07048,2.2845213,1.900630493042595e-269,5.1778605003317546e-266
6,Cacna1g,35.05892,1.9298911,2.8511108407119924e-269,1.941810133299203e-266
1,Ctnna2,34.979702,2.5564342,4.579734297240712e-268,7.277961087365032e-265
1,Ntrk1,34.965252,9.878639,7.594514203655593e-268,1.1140568143362474e-264
6,Ebf3,34.956078,4.4750543,1.0468895415576755e-267,6.884201226725818e-265
4,Adcyap1,34.87954,5.8365984,1.5188205583412605e-266,1.4481954023783919e-262
48,Pcsk2,34.459118,2.5826416,3.2880819131510584e-260,7.837965260473837e-257
48,Syne1,34.209805,2.4050357,1.728597024600396e-256,3.662705028792172e-253
4,Slc17a6,33.926064,4.4494452,2.7503133411293046e-252,1.7482825138445278e-248
48,Cbln1,33.877735,3.5927103,1.4175206196356596e-251,2.703211821645203e-248
4,Cartpt,33.802254,6.0013433,1.8274695316962107e-250,8.712460992361685e-247
1,Ptprs,33.749027,2.1437423,1.1048255373314886e-249,1.5049302140651062e-246
4,Slitrk6,33.486176,5.749356,7.661243662195688e-246,2.921998332761435e-242
4,Nkx2-1,33.410988,6.6266384,9.494792411055372e-245,3.017761521313766e-241
48,Cadm3,33.403,2.1415787,1.240076831358004e-244,2.149842288545194e-241
1,Nyap2,33.387173,2.843274,2.1048471598894292e-244,2.6759623559394278e-241
4,Grm2,33.17873,4.1333485,2.1822817931978776e-241,5.945159113754789e-238
4,Grm7,32.77421,3.1606135,1.3725199971756076e-235,3.2717445432673546e-232
1,Tacr1,32.64909,5.838338,8.255552808344144e-234,9.839587003445177e-231
48,Chd7,32.550106,2.9409158,2.0866241768437836e-232,3.3159935877009125e-229
4,Ache,32.527378,2.92414,4.3741573037203705e-232,9.268353309105273e-229
1,Insrr,32.385456,7.8977585,4.3981901625654375e-230,4.9337344941248755e-227
1,Ache,32.289024,3.091037,9.97394480841136e-229,1.0566840416466924e-225
1,Slc7a14,32.01777,3.5776975,6.170729249324124e-225,6.193463514979529e-222
4,Gaa,31.997705,2.6039462,1.1735854726969375e-224,2.23802749643306e-221
48,Scn1b,31.967596,2.3111193,3.077029478974407e-224,4.51376555108015e-221
48,App,31.793509,1.3551507,7.958570850113666e-222,1.0840710436547686e-218
4,Nrp2,31.554417,3.5902324,1.5596478644755842e-218,2.703862252322672e-215
1,Scn9a,31.506935,3.601203,6.980274761109475e-218,6.655691984717885e-215
4,Nebl,31.481554,2.8244805,1.553707559719048e-217,2.4691002636535203e-214
48,Fbxw7,31.47512,2.2192478,1.90291533355267e-217,2.419239694056628e-214
4,Shisa9,31.440546,3.2095137,5.652519424999803e-217,8.291811187288173e-214
48,Tmem178,31.217293,2.5168393,6.2074247848322355e-214,7.398474415421921e-211
2,Scn4b,30.739056,5.9673505,1.7124722995184916e-207,3.2656846751817635e-203
48,Atp1a3,30.318289,1.7955898,6.581296678261173e-202,7.382666332614151e-199
4,Tmem196,30.223648,3.989679,1.1584185616565567e-200,1.577931569342181e-197
4,Nalf1,29.972166,2.2941544,2.2631136729525423e-197,2.8771718495469985e-194
2,Snhg11,29.842556,3.5121222,1.0965767410364022e-195,1.0455859225782096e-191
4,Peg3,29.778488,2.0845568,7.420257783379716e-195,8.8440197455657e-192
2,Glra1,29.558231,6.282863,5.147647401231862e-192,3.272187864716386e-188
48,Astn2,29.389826,2.1598861,7.408686143072961e-190,7.849091374911186e-187
2,Nefm,29.26219,4.1334395,3.1420679558271613e-188,1.4979808979405992e-184
4,Myo5b,29.206696,4.11906,1.5944562336342997e-187,1.717604722497157e-184
4,Tmem145,29.206125,2.3464289,1.621231515728832e-187,1.717604722497157e-184
4,Scg2,29.112167,3.1892571,2.5182328288721098e-186,2.5275105287679543e-183
48,Sorl1,29.080267,2.05839,6.377729963756874e-186,6.401226863623346e-183
48,Kcnj3,29.033213,2.0111456,2.5070901253850766e-185,2.3905104345546707e-182
4,Ccdc85a,28.949127,2.620602,2.878106716341265e-184,2.744274754031396e-181
2,Ebf2,28.82827,6.456229,9.48902223057541e-183,3.619113078741461e-179
2,Coro6,28.360563,4.4867373,6.20131279676667e-177,1.9709839172390065e-173
2,Ntng1,28.192223,3.9420035,7.283435220874765e-175,1.9842158523154538e-171
2,Vamp1,28.07315,3.206077,2.084351972188122e-173,4.9685740137034355e-170
2,Stac2,28.06677,3.940374,2.493714371534412e-173,5.2839036739068044e-170
2,Pvalb,27.585762,4.1987805,1.649006935103454e-167,3.1446562252422867e-164
2,Kcnab3,27.535734,3.7584972,6.558798480717608e-167,1.1370571547934981e-163
2,Slc17a6,27.48958,4.0999103,2.338984276331699e-166,3.717035845803792e-163
2,Bcan,26.823025,3.994655,1.741379891732343e-158,2.5544703488719834e-155
2,Thy1,26.807646,2.9998386,2.6317202516409478e-158,3.5847789427709195e-155
2,Scn1a,26.563656,2.6277757,1.7860995070282454e-155,2.2707278399352426e-152
2,Cds1,26.495546,2.8261514,1.0908271414221248e-154,1.3001295991824951e-151
2,Tanc1,26.376478,3.6824803,2.5511572605854336e-153,2.861798174080248e-150
2,Peg3,26.318016,2.1744375,1.192964087065267e-152,1.2638791744630356e-149
2,Lingo4,25.958572,5.3294163,1.4551326386274744e-148,1.4604936536118913e-145
